0,2,2744355652,1927699539
2,4,1965390754,5538807598
4,8,4607775400,28505974628
8,16,3440786937,40529940417
16,32,2582513463,64727753673
32,64,11123470600,517022986487
64,128,15659667871,1424782332848
128,256,28823495832,5082491283831
256,512,14206615924,5532427957618
512,1024,10200659922,7237011580902
1024,2048,556413591,629004279251
2048,4096,344436,737737320
4096,8192,536,2261433
